resultId,raceId,driverId,constructorId,number,grid,positionOrder,points,laps,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
21808,884,815,1,6,8,9,2,66,6038334,55,10,01:27.3,192.066,1
21822,885,3,131,9,1,1,25,78,8272056,74,6,01:18.3,153.51,1
21823,885,20,9,1,3,2,18,78,8275944,77,1,01:16.6,157.018,1
21824,885,17,9,2,4,3,15,78,8278370,77,4,01:18.3,153.637,1
21825,885,1,131,10,2,4,12,78,8285950,76,3,01:18.1,153.891,1
21826,885,16,10,15,8,5,10,78,8293533,74,5,01:18.3,153.578,1
21827,885,18,1,5,9,6,8,78,8295159,76,8,01:18.7,152.743,1
21828,885,4,6,3,6,7,6,78,8298790,77,12,01:19.3,151.55,1
21829,885,818,5,18,10,8,4,78,8299279,77,10,01:19.2,151.912,1
21830,885,814,10,14,17,9,2,78,8299664,77,11,01:19.2,151.789,1
21831,885,8,208,7,5,10,1,78,8308638,78,2,01:17.4,155.364,1
21832,885,807,15,11,11,11,0,78,8314628,29,15,01:19.9,150.576,1
21833,885,822,3,17,14,12,0,78,8314747,68,20,01:20.9,148.589,1
21834,885,821,15,12,19,13,0,78,8315268,71,7,01:18.7,152.811,1
21835,885,820,206,23,22,14,0,78,8321941,78,9,01:19.0,152.171,1
21836,885,823,207,21,15,15,0,78,8334646,50,17,01:20.5,149.377,1
21844,886,20,9,1,1,1,25,70,5529143,55,5,01:16.6,205.06,1
21845,886,4,6,3,6,2,18,70,5543551,69,2,01:16.2,206.023,1
21846,886,1,131,10,2,3,15,70,5545085,69,3,01:16.4,205.615,1
21847,886,17,9,2,5,4,12,70,5554874,69,1,01:16.2,206.08,1
21848,886,3,131,9,4,5,10,70,5598868,70,4,01:16.5,205.132,1
21866,887,3,131,9,2,1,25,52,5579456,50,2,01:33.5,226.744,1
21867,887,17,9,2,4,2,18,52,5580221,52,1,01:33.4,227.059,1
21868,887,4,6,3,9,3,15,52,5586580,50,3,01:34.1,225.396,1
21869,887,1,131,10,1,4,12,52,5587212,51,4,01:34.2,225.231,1
21870,887,8,208,7,8,5,10,52,5590713,49,8,01:35.4,222.339,1
21871,887,13,6,4,11,6,8,52,5594029,51,6,01:35.3,222.598,1
21872,887,16,10,15,6,7,6,52,5595791,35,12,01:36.0,221.002,1
21873,887,817,5,19,5,8,4,52,5595999,37,11,01:35.9,221.08,1
21874,887,814,10,14,21,9,2,52,5597399,52,7,01:35.3,222.465,1
21875,887,807,15,11,14,10,1,52,5599165,48,13,01:36.0,220.882,1
21876,887,813,3,16,15,11,0,52,5600591,52,10,01:35.9,221.126,1
21877,887,822,3,17,16,12,0,52,5604550,52,15,01:36.3,220.196,1
21878,887,18,1,5,10,13,0,52,5605425,39,16,01:36.4,220.096,1
21879,887,821,15,12,17,14,0,52,5605741,32,17,01:36.4,219.906,1
21880,887,819,207,20,18,15,0,52,5611069,52,18,01:37.1,218.43,1
21881,887,824,206,22,19,16,0,52,5615553,51,19,01:38.0,216.452,1
21882,887,820,206,23,20,17,0,52,5647116,50,22,01:39.2,213.881,1
21883,887,823,207,21,22,18,0,52,5647215,50,21,01:38.7,214.821,1
21888,888,20,9,1,2,1,25,60,6074711,59,5,01:34.2,196.814,1
21889,888,8,208,7,4,2,18,60,6075719,57,2,01:33.8,197.647,1
21890,888,154,208,8,5,3,15,60,6080541,57,10,01:34.6,195.956,1
21891,888,4,6,3,8,4,12,60,6082432,51,1,01:33.5,198.279,1
21892,888,1,131,10,1,5,10,60,6101638,57,4,01:34.2,196.83,1
21893,888,18,1,5,9,6,8,60,6102707,49,7,01:34.2,196.736,1
21894,888,17,9,2,3,7,6,60,6112273,55,11,01:34.8,195.53,1
21895,888,815,1,6,13,8,4,60,6113017,50,15,01:36.1,192.78,1
21896,888,3,131,9,11,9,2,60,6121532,55,6,01:34.2,196.778,1
21897,888,807,15,11,10,10,1,60,6124603,58,8,01:34.2,196.647,1
21898,888,814,10,14,12,11,0,60,6128482,43,16,01:36.6,191.918,1
21899,888,817,5,19,6,12,0,60,6131686,58,14,01:36.0,193.086,1
21900,888,16,10,15,15,13,0,60,6132449,60,13,01:35.8,193.42,1
21901,888,821,15,12,14,14,0,60,6134871,56,12,01:35.8,193.469,1
21902,888,813,3,16,18,15,0,60,6136640,56,9,01:34.3,196.544,1
21910,890,1,131,10,1,1,25,70,6149445,69,3,01:24.6,186.322,1
21911,890,8,208,7,6,2,18,70,6160383,61,6,01:25.3,184.982,1
21912,890,20,9,1,2,3,15,70,6161904,57,2,01:24.6,186.529,1
21913,890,17,9,2,10,4,12,70,6167489,61,1,01:24.1,187.603,1
21914,890,4,6,3,5,5,10,70,6180856,56,8,01:25.4,184.692,1
21915,890,154,208,8,3,6,8,70,6201740,54,7,01:25.3,184.834,1
21916,890,18,1,5,13,7,6,70,6203264,56,11,01:26.2,182.975,1
21917,890,13,6,4,7,8,4,70,6205892,59,5,01:25.2,185.164,1
21932,891,20,9,1,2,1,25,44,5022196,40,1,01:50.8,227.657,1
21933,891,4,6,3,9,2,18,44,5039065,36,4,01:51.4,226.375,1
21934,891,1,131,10,1,3,15,44,5049930,39,7,01:51.6,225.943,1
21935,891,3,131,9,4,4,12,44,5052068,39,6,01:51.6,225.971,1
21936,891,17,9,2,3,5,10,44,5056041,31,5,01:51.4,226.347,1
21937,891,18,1,5,6,6,8,44,5062990,36,2,01:50.8,227.519,1
21938,891,13,6,4,10,7,6,44,5076118,40,9,01:52.2,224.763,1
21939,891,154,208,8,7,8,4,44,5078042,34,11,01:52.5,224.133,1
21940,891,16,10,15,12,9,2,44,5091743,35,10,01:52.2,224.675,1
21941,891,817,5,19,19,10,1,44,5095666,38,3,01:51.0,227.224,1
21942,891,815,1,6,13,11,0,44,5104132,34,16,01:53.5,222.208,1
21943,891,818,5,18,18,12,0,44,5108936,29,14,01:53.1,223.008,1
21944,891,807,15,11,11,13,0,44,5110454,41,15,01:53.1,222.919,1
21945,891,821,15,12,21,14,0,44,5122632,30,8,01:51.8,225.432,1
21946,891,822,3,17,20,15,0,44,5129652,31,13,01:52.7,223.754,1
21954,892,20,9,1,1,1,25,53,4713352,52,12,01:27.2,239.187,1
21955,892,4,6,3,5,2,18,53,4718819,52,5,01:26.8,240.27,1
21956,892,17,9,2,2,3,15,53,4719702,53,3,01:26.7,240.567,1
21957,892,13,6,4,4,4,12,53,4722713,48,10,01:27.1,239.448,1
21958,892,807,15,11,3,5,10,53,4723707,48,4,01:26.7,240.495,1
21959,892,3,131,9,6,6,8,53,4724351,50,2,01:26.5,241.095,1
21960,892,817,5,19,7,7,6,53,4745681,52,13,01:27.3,238.903,1
21961,892,154,208,8,13,8,4,53,4746482,52,8,01:27.0,239.591,1
21962,892,1,131,10,12,9,2,53,4746879,51,1,01:25.8,242.924,1
21963,892,18,1,5,9,10,1,53,4751679,46,16,01:27.8,237.445,1
21964,892,8,208,7,11,11,0,53,4752047,45,6,01:26.9,239.853,1
21965,892,815,1,6,8,12,0,53,4753117,44,15,01:27.6,238.049,1
21966,892,821,15,12,16,13,0,53,4754232,53,9,01:27.1,239.457,1
21967,892,813,3,16,14,14,0,53,4762437,51,7,01:27.0,239.762,1
21968,892,822,3,17,18,15,0,53,4770179,53,11,01:27.2,239.253,1
21976,893,20,9,1,1,1,25,61,7153132,46,1,01:48.6,167.94,1
21977,893,4,6,3,7,2,18,61,7185759,44,11,01:51.1,164.149,1
21978,893,8,208,7,13,3,15,61,7197052,55,13,01:51.1,164.063,1
21979,893,3,131,9,2,4,12,61,7204287,51,6,01:50.4,165.233,1
21980,893,1,131,10,5,5,10,61,7206291,59,4,01:49.9,165.89,1
21981,893,13,6,4,6,6,8,61,7217009,45,7,01:50.5,165,1
21982,893,18,1,5,8,7,6,61,7236486,46,15,01:51.7,163.182,1
21983,893,815,1,6,14,8,4,61,7236952,46,16,01:51.9,162.911,1
21984,893,807,15,11,11,9,2,61,7237393,47,18,01:52.2,162.533,1
21985,893,16,10,15,15,10,1,61,7237800,43,2,01:49.7,166.283,1
21986,893,813,3,16,18,11,0,61,7241611,46,8,01:50.7,164.703,1
21987,893,821,15,12,10,12,0,61,7251026,37,17,01:52.0,162.793,1
21988,893,822,3,17,16,13,0,61,7258293,53,14,01:51.7,163.232,1
21989,893,818,5,18,12,14,0,61,7266644,45,5,01:50.3,165.27,1
21998,894,20,9,1,1,1,25,55,6193701,53,1,01:41.4,199.388,1
21999,894,8,208,7,9,2,18,55,6197925,51,3,01:42.0,198.225,1
22000,894,154,208,8,3,3,15,55,6198628,46,2,01:41.9,198.3,1
22001,894,807,15,11,7,4,12,55,6217815,53,6,01:42.6,197.002,1
22002,894,1,131,10,2,5,10,55,6218956,53,5,01:42.5,197.134,1
22003,894,4,6,3,5,6,8,55,6219890,54,7,01:42.7,196.808,1
22004,894,3,131,9,4,7,6,55,6220399,54,4,01:42.5,197.265,1
22005,894,18,1,5,11,8,4,55,6225963,45,12,01:43.1,196.113,1
22006,894,13,6,4,6,9,2,55,6228091,47,10,01:43.0,196.34,1
22007,894,815,1,6,10,10,1,55,6228856,47,11,01:43.0,196.303,1
22008,894,821,15,12,8,11,0,55,6229691,55,8,01:42.7,196.741,1
22009,894,822,3,17,17,12,0,55,6240750,44,14,01:43.9,194.61,1
22010,894,813,3,16,18,13,0,55,6243714,43,17,01:44.1,194.111,1
22011,894,819,207,20,19,14,0,55,6257279,54,19,01:44.5,193.477,1
22012,894,823,207,21,20,15,0,55,6258202,55,18,01:44.4,193.667,1
22013,894,824,206,22,22,16,0,55,6261671,54,20,01:45.0,192.53,1
22014,894,820,206,23,21,17,0,55,6266599,48,21,01:45.4,191.769,1
22020,895,20,9,1,2,1,25,53,5209301,39,4,01:35.3,219.322,1
22021,895,17,9,2,1,2,18,53,5216430,44,1,01:34.6,221.015,1
22022,895,154,208,8,4,3,15,53,5219211,48,10,01:36.0,217.782,1
22023,895,4,6,3,8,4,12,53,5254906,39,8,01:35.9,218.041,1
22024,895,8,208,7,9,5,10,53,5256626,35,5,01:35.5,218.865,1
22025,895,807,15,11,7,6,8,53,5260916,33,11,01:36.5,216.674,1
22026,895,821,15,12,14,7,6,53,5280931,50,12,01:36.5,216.636,1
22027,895,3,131,9,6,8,4,53,5281324,46,2,01:34.7,220.868,1
22028,895,18,1,5,10,9,2,53,5290122,53,6,01:35.5,218.79,1
22029,895,13,6,4,5,10,1,53,5298564,30,13,01:37.0,215.515,1
22030,895,814,10,14,12,11,0,53,5307873,41,15,01:37.4,214.617,1
22042,896,20,9,1,1,1,25,60,5472187,54,2,01:28.1,209.383,1
22043,896,3,131,9,2,2,18,60,5502010,49,9,01:28.8,207.732,1
22044,896,154,208,8,17,3,15,60,5512079,57,7,01:28.8,207.779,1
22045,896,13,6,4,5,4,12,60,5513879,54,11,01:28.9,207.569,1
22046,896,815,1,6,9,5,10,60,5516016,59,4,01:28.5,208.467,1
22047,896,1,131,10,3,6,8,60,5524662,53,15,01:29.1,207.182,1
22048,896,8,208,7,6,7,6,60,5540175,60,1,01:27.7,210.426,1
22049,896,814,10,14,12,8,4,60,5545055,58,17,01:29.3,206.606,1
22050,896,16,10,15,13,9,2,60,5546921,60,3,01:28.4,208.665,1
22051,896,817,5,19,11,10,1,60,5548424,60,10,01:28.8,207.697,1
22052,896,4,6,3,8,11,0,60,5550484,58,6,01:28.7,207.983,1
22053,896,813,3,16,18,12,0,60,5551138,56,14,01:29.0,207.275,1
22064,897,20,9,1,2,1,25,55,5886106,51,2,01:43.9,192.451,1
22065,897,17,9,2,1,2,18,55,5916935,49,5,01:44.4,191.583,1
22066,897,3,131,9,3,3,15,55,5919756,51,6,01:44.5,191.41,1
22067,897,154,208,8,6,4,12,55,5920908,54,3,01:44.3,191.699,1
22068,897,4,6,3,10,5,10,55,5953287,55,1,01:43.4,193.305,1
22069,897,814,10,14,11,6,8,55,5964280,55,14,01:45.8,189.007,1
22070,897,1,131,10,4,7,6,55,5965373,47,10,01:45.5,189.586,1
22071,897,13,6,4,7,8,4,55,5968992,52,9,01:45.4,189.615,1
22072,897,815,1,6,8,9,2,55,5977304,51,8,01:45.4,189.637,1
22073,897,16,10,15,17,10,1,55,5979363,48,13,01:45.6,189.324,1
22074,897,813,3,16,14,11,0,55,5982095,55,11,01:45.5,189.466,1
22075,897,18,1,5,12,12,0,55,5989873,43,17,01:46.3,188.03,1
22076,897,821,15,12,16,13,0,55,5990401,43,15,01:46.0,188.672,1
22086,898,20,9,1,1,1,25,56,5957148,54,1,01:39.9,198.754,1
22087,898,154,208,8,3,2,18,56,5963432,52,2,01:40.4,197.588,1
22088,898,17,9,2,2,3,15,56,5965544,52,4,01:40.6,197.301,1
22089,898,1,131,10,5,4,12,56,5984506,50,5,01:40.8,196.857,1
22090,898,4,6,3,6,5,10,56,5986740,52,10,01:41.2,196.141,1
22091,898,807,15,11,4,6,8,56,5987548,54,6,01:41.0,196.596,1
22092,898,815,1,6,7,7,6,56,6003840,47,15,01:41.8,194.901,1
22093,898,822,3,17,9,8,4,56,6011657,54,3,01:40.5,197.496,1
22094,898,3,131,9,12,9,2,56,6016289,51,8,01:41.1,196.244,1
22095,898,18,1,5,15,10,1,56,6034426,50,12,01:41.3,195.95,1
22096,898,817,5,19,10,11,0,56,6038152,45,16,01:42.1,194.349,1
22097,898,818,5,18,14,12,0,56,6041722,52,13,01:41.3,195.882,1
22098,898,13,6,4,13,13,0,56,6044062,53,11,01:41.2,196.097,1
22099,898,821,15,12,20,14,0,56,6048855,51,14,01:41.4,195.725,1
22100,898,5,208,7,8,15,0,56,6052211,52,7,01:41.0,196.448,1
22101,898,814,10,14,11,16,0,56,6054001,54,9,01:41.1,196.215,1
22108,899,20,9,1,1,1,25,71,5556300,51,3,01:15.6,205.125,1
22109,899,17,9,2,4,2,18,71,5566752,51,1,01:15.4,205.636,1
22110,899,4,6,3,3,3,15,71,5575213,50,2,01:15.5,205.473,1
22111,899,18,1,5,14,4,12,71,5593660,52,7,01:16.5,202.909,1
22112,899,3,131,9,2,5,10,71,5595348,60,6,01:16.4,202.93,1
22113,899,815,1,6,19,6,8,71,5600351,50,5,01:16.2,203.451,1
22114,899,13,6,4,9,7,6,71,5605410,49,8,01:16.5,202.856,1
22115,899,807,15,11,10,8,4,71,5620552,49,12,01:16.8,201.979,1
22116,899,1,131,10,5,9,2,71,5629203,51,10,01:16.7,202.268,1
22130,900,3,131,6,3,1,25,57,5578710,19,1,01:32.5,206.436,1
22131,900,825,1,20,4,2,18,57,5605487,49,6,01:33.1,205.131,1
22132,900,18,1,22,10,3,15,57,5608737,39,5,01:32.9,205.46,1
22133,900,4,6,14,5,4,12,57,5613994,57,7,01:33.2,204.867,1
22134,900,822,3,77,15,5,10,57,5626349,56,3,01:32.6,206.128,1
22135,900,807,10,27,7,6,8,57,5629428,56,2,01:32.6,206.235,1
22136,900,8,6,7,11,7,6,57,5636385,56,8,01:33.2,204.814,1
22137,900,818,5,25,6,8,4,57,5639151,56,10,01:33.7,203.763,1
22138,900,826,5,26,8,9,2,57,5642295,35,11,01:33.9,203.387,1
22139,900,815,10,11,16,10,1,57,5664626,38,4,01:32.6,206.088,1
22152,901,1,131,44,1,1,25,56,6025974,53,1,01:43.1,193.611,1
22153,901,3,131,6,3,2,18,56,6043287,55,2,01:44.0,191.946,1
22154,901,20,9,1,2,3,15,56,6050508,51,4,01:44.3,191.341,1
22155,901,4,6,14,4,4,12,56,6061966,47,3,01:44.2,191.569,1
22156,901,807,10,27,7,5,10,56,6073173,38,10,01:46.0,188.284,1
22157,901,18,1,22,10,6,8,56,6109665,47,11,01:46.0,188.183,1
22158,901,13,3,19,13,7,6,56,6111050,44,6,01:44.9,190.232,1
22159,901,822,3,77,18,8,4,56,6111511,31,9,01:45.5,189.189,1
22174,902,1,131,44,2,1,25,57,5982743,49,2,01:37.1,200.634,1
22175,902,3,131,6,1,2,18,57,5983828,49,1,01:37.0,200.816,1
22176,902,815,10,11,4,3,15,57,6006810,36,7,01:39.3,196.165,1
22177,902,817,9,3,13,4,12,57,6007232,38,4,01:39.3,196.266,1
22178,902,807,10,27,11,5,10,57,6011397,37,3,01:38.8,197.228,1
22179,902,20,9,1,10,6,8,57,6012622,18,6,01:39.3,196.181,1
22180,902,13,3,19,7,7,6,57,6014008,40,5,01:39.3,196.26,1
22181,902,822,3,77,3,8,4,57,6014619,50,13,01:39.8,195.296,1
22182,902,4,6,14,9,9,2,57,6015338,53,12,01:39.7,195.355,1
22183,902,8,6,7,5,10,1,57,6016205,35,8,01:39.4,195.933,1
22184,902,826,5,26,12,11,0,57,6024085,12,15,01:40.2,194.52,1
22185,902,154,208,8,16,12,0,57,6025886,39,9,01:39.4,195.923,1
22186,902,820,206,4,21,13,0,57,6042652,48,21,01:41.8,191.34,1
22187,902,813,208,13,17,14,0,57,6045546,52,11,01:39.7,195.484,1
22188,902,155,207,10,18,15,0,57,6070643,17,18,01:41.2,192.434,1
22196,903,1,131,44,1,1,25,54,5608338,42,2,01:41.2,193.916,1
22197,903,3,131,6,4,2,18,54,5626400,39,1,01:40.4,195.45,1
22198,903,4,6,14,5,3,15,54,5631942,48,4,01:42.1,192.235,1
22199,903,817,9,3,2,4,12,54,5635474,39,3,01:41.5,193.387,1
22200,903,20,9,1,3,5,10,54,5656116,37,5,01:42.2,192.07,1
22201,903,807,10,27,8,6,8,54,5662633,33,10,01:42.6,191.218,1
22202,903,822,3,77,7,7,6,54,5664035,52,11,01:42.7,191.151,1
22203,903,8,6,7,11,8,4,54,5684673,34,8,01:42.3,191.824,1
22204,903,815,10,11,16,9,2,54,5690985,32,6,01:42.2,191.959,1
22218,904,1,131,44,1,1,25,66,6065155,54,3,01:29.5,187.275,1
22219,904,3,131,6,2,2,18,66,6065791,51,2,01:29.2,187.794,1
22220,904,817,9,3,3,3,15,66,6114169,65,5,01:30.0,186.175,1
22221,904,20,9,1,15,4,12,66,6141857,55,1,01:28.9,188.465,1
22222,904,822,3,77,4,5,10,66,6144448,47,8,01:30.4,185.326,1
22223,904,4,6,14,7,6,8,66,6152898,55,4,01:29.9,186.411,1
22240,905,3,131,6,1,1,25,78,6567661,33,4,01:19.4,151.388,1
22241,905,1,131,44,2,2,18,78,6576871,34,3,01:19.4,151.51,1
22242,905,817,9,3,3,3,15,78,6577275,70,2,01:19.3,151.718,1
22243,905,4,6,14,5,4,12,78,6600113,54,5,01:19.7,150.814,1
22262,906,817,9,3,6,1,25,70,5952830,68,4,01:18.6,199.638,1
22263,906,3,131,6,1,2,18,70,5957066,33,7,01:18.9,199.028,1
22264,906,20,9,1,3,3,15,70,5958077,48,10,01:19.2,198.299,1
22265,906,18,1,22,9,4,12,70,5964585,64,5,01:18.8,199.337,1
22266,906,807,10,27,11,5,10,70,5965673,64,8,01:18.9,198.89,1
22267,906,4,6,14,7,6,8,70,5967699,64,3,01:18.6,199.704,1
22268,906,822,3,77,4,7,6,70,5976408,52,11,01:19.3,197.924,1
22269,906,818,5,25,8,8,4,70,5980856,56,12,01:19.4,197.73,1
22270,906,825,1,20,12,9,2,70,5982084,56,6,01:18.8,199.185,1
22271,906,8,6,7,10,10,1,70,6006508,68,2,01:18.5,199.921,1
22284,907,3,131,6,3,1,25,71,5274976,50,6,01:12.6,214.518,1
22285,907,1,131,44,9,2,18,71,5276908,41,2,01:12.2,215.65,1
22286,907,822,3,77,2,3,15,71,5283148,63,3,01:12.6,214.568,1
22287,907,13,3,19,1,4,12,71,5292334,63,4,01:12.6,214.553,1
22288,907,4,6,14,4,5,10,71,5293529,58,5,01:12.6,214.527,1
22289,907,815,10,11,15,6,8,71,5303522,59,1,01:12.1,215.874,1
22290,907,825,1,20,6,7,6,71,5307007,53,7,01:12.7,214.081,1
22291,907,817,9,3,5,8,4,71,5318498,55,10,01:13.1,213.161,1
22292,907,807,10,27,10,9,2,71,5319113,60,11,01:13.2,212.882,1
22293,907,8,6,7,8,10,1,71,5322753,55,9,01:12.9,213.676,1
22294,907,18,1,22,11,11,0,71,5325942,60,8,01:12.9,213.752,1
22306,908,1,131,44,6,1,25,52,8812094,26,1,01:37.2,218.239,1
22307,908,822,3,77,14,2,18,52,8842229,34,4,01:38.3,215.822,1
22308,908,817,9,3,8,3,15,52,8858589,34,7,01:38.5,215.395,1
22309,908,18,1,22,3,4,12,52,8859484,52,5,01:38.3,215.778,1
22310,908,20,9,1,2,5,10,52,8865958,52,2,01:37.5,217.556,1
22311,908,4,6,14,16,6,8,52,8872040,52,8,01:38.6,215.115,1
22312,908,825,1,20,5,7,6,52,8874657,32,10,01:38.7,214.919,1
22313,908,807,10,27,4,8,4,52,8900786,52,9,01:38.6,215.032,1
22314,908,826,5,26,9,9,2,52,8901434,45,6,01:38.4,215.509,1
22328,909,3,131,6,1,1,25,67,5622914,67,6,01:21.3,202.543,1
22329,909,822,3,77,2,2,18,67,5643703,45,9,01:21.5,202.056,1
22330,909,1,131,44,20,3,15,67,5645444,53,1,01:19.9,206.066,1
22331,909,20,9,1,6,4,12,67,5666928,39,10,01:21.5,201.93,1
22332,909,4,6,14,7,5,10,67,5675381,57,3,01:20.5,204.429,1
22333,909,817,9,3,5,6,8,67,5675463,53,5,01:20.8,203.676,1
22334,909,807,10,27,9,7,6,67,5687092,44,13,01:22.1,200.57,1
22335,909,18,1,22,11,8,4,67,5707625,64,8,01:21.3,202.424,1
22350,910,817,9,3,4,1,25,70,6785058,58,2,01:26.6,182.103,1
22351,910,4,6,14,5,2,18,70,6790283,40,5,01:27.4,180.413,1
22352,910,1,131,44,22,3,15,70,6790915,36,4,01:27.4,180.494,1
22353,910,3,131,6,1,4,12,70,6791419,64,1,01:25.7,183.981,1
22354,910,13,3,19,6,5,10,70,6814899,51,7,01:28.2,178.757,1
22355,910,8,6,7,16,6,8,70,6816549,47,6,01:28.0,179.257,1
22356,910,20,9,1,2,7,6,70,6826022,52,9,01:28.7,177.716,1
22357,910,822,3,77,3,8,4,70,6826402,63,3,01:26.9,181.595,1
22358,910,818,5,25,8,9,2,70,6843585,31,11,01:29.1,176.97,1
22359,910,18,1,22,7,10,1,70,6852338,50,13,01:29.2,176.898,1
22360,910,16,15,99,11,11,0,70,6853227,41,8,01:28.7,177.8,1
22361,910,825,1,20,21,12,0,70,6863523,41,10,01:28.9,177.442,1
22362,910,813,208,13,20,13,0,70,6869082,45,12,01:29.1,176.954,1
22373,911,817,9,3,5,1,25,44,5076556,44,6,01:53.0,223.187,1
22374,911,3,131,6,1,2,18,44,5079939,36,1,01:50.5,228.161,1
22375,911,822,3,77,6,3,15,44,5104588,40,4,01:52.7,223.698,1
22376,911,8,6,7,8,4,12,44,5113371,39,13,01:54.1,221.004,1
22377,911,20,9,1,3,5,10,44,5128752,36,5,01:53.0,223.229,1
22378,911,18,1,22,10,6,8,44,5131136,38,8,01:53.5,222.186,1
22379,911,4,6,14,4,7,6,44,5137718,29,11,01:53.9,221.413,1
22380,911,815,10,11,13,8,4,44,5140849,28,16,01:54.5,220.151,1
22381,911,826,5,26,11,9,2,44,5141903,26,14,01:54.2,220.87,1
22382,911,807,10,27,18,10,1,44,5142253,40,9,01:53.6,221.934,1
22383,911,818,5,25,12,11,0,44,5148476,31,7,01:53.3,222.592,1
22384,911,825,1,20,7,12,0,44,5150818,28,15,01:54.2,220.785,1
22385,911,13,3,19,9,13,0,44,5152531,37,3,01:52.5,224.104,1
22386,911,16,15,99,14,14,0,44,5159003,36,2,01:52.4,224.301,1
22387,911,821,15,21,20,15,0,44,5167381,32,12,01:54.0,221.178,1
22395,912,1,131,44,1,1,25,53,4750236,29,1,01:28.0,236.975,1
22396,912,3,131,6,2,2,18,53,4753411,51,2,01:28.2,236.432,1
22397,912,13,3,19,4,3,15,53,4775262,46,3,01:28.3,236.068,1
22398,912,822,3,77,3,4,12,53,4791022,50,5,01:28.6,235.49,1
22399,912,817,9,3,9,5,10,53,4800545,53,6,01:28.6,235.413,1
22400,912,20,9,1,8,6,8,53,4810201,34,10,01:29.1,233.952,1
22401,912,815,10,11,10,7,6,53,4812754,35,8,01:29.1,234.042,1
22402,912,18,1,22,6,8,4,53,4813299,35,11,01:29.2,233.68,1
22403,912,8,6,7,11,9,2,53,4813771,43,7,01:28.9,234.476,1
22404,912,825,1,20,5,10,1,53,4816407,34,12,01:29.3,233.58,1
22405,912,826,5,26,21,11,0,53,4821420,51,4,01:28.5,235.684,1
22406,912,807,10,27,13,12,0,53,4822842,35,13,01:29.4,233.363,1
22407,912,818,5,25,12,13,0,53,4823329,39,9,01:29.1,234.005,1
22417,913,1,131,44,1,1,25,60,7204795,39,1,01:50.4,165.137,1
22418,913,20,9,1,4,2,18,60,7218329,27,8,01:52.5,162.052,1
22419,913,817,9,3,3,3,15,60,7219068,30,9,01:52.6,161.98,1
22420,913,4,6,14,5,4,12,60,7220184,27,6,01:52.1,162.636,1
22421,913,13,3,19,6,5,10,60,7246956,27,13,01:53.3,160.959,1
22422,913,818,5,25,12,6,8,60,7261596,48,4,01:51.9,162.895,1
22423,913,815,10,11,15,7,6,60,7263833,46,5,01:52.0,162.793,1
22424,913,8,6,7,7,8,4,60,7265436,28,11,01:52.9,161.545,1
22425,913,807,10,27,13,9,2,60,7266456,27,10,01:52.8,161.703,1
22426,913,825,1,20,9,10,1,60,7267025,48,2,01:51.6,163.33,1
22427,913,822,3,77,8,11,0,60,7269860,25,7,01:52.5,162.058,1
22428,913,813,208,13,18,12,0,60,7271710,26,12,01:53.2,161.059,1
22429,913,154,208,8,16,13,0,60,7272824,25,15,01:53.5,160.591,1
22430,913,826,5,26,10,14,0,60,7276803,45,3,01:51.8,163.151,1
22431,913,828,207,9,22,15,0,60,7298983,14,19,01:55.4,157.985,1
22432,913,824,206,17,19,16,0,60,7299338,47,14,01:53.5,160.598,1
22439,914,1,131,44,2,1,25,44,6703021,39,1,01:51.6,187.322,1
22440,914,3,131,6,1,2,18,44,6712201,15,6,01:52.6,185.739,1
22441,914,20,9,1,9,3,15,44,6732143,32,3,01:51.9,186.795,1
22442,914,817,9,3,6,4,12,44,6741839,38,4,01:52.2,186.269,1
22443,914,18,1,22,8,5,10,44,6770571,33,2,01:51.7,187.119,1
22444,914,822,3,77,3,6,8,44,6816794,41,13,01:54.1,183.213,1
22445,914,13,3,19,4,7,6,44,6818147,39,8,01:53.5,184.267,1
22446,914,807,10,27,13,8,4,44,6818969,28,7,01:52.8,185.306,1
22447,914,818,5,25,20,9,2,44,6830659,35,11,01:53.6,184.086,1
22461,915,1,131,44,1,1,25,53,5510744,48,3,01:41.6,207.2,1
22462,915,3,131,6,2,2,18,53,5524401,52,2,01:41.4,207.703,1
22463,915,822,3,77,3,3,15,53,5528169,53,1,01:40.9,208.658,1
22464,915,18,1,22,4,4,12,53,5540978,47,4,01:42.0,206.472,1
22465,915,825,1,20,11,5,10,53,5564360,44,14,01:43.1,204.245,1
22466,915,4,6,14,7,6,8,53,5570760,53,6,01:42.2,206.038,1
22467,915,817,9,3,6,7,6,53,5572556,50,13,01:43.0,204.296,1
22468,915,20,9,1,10,8,4,53,5576929,53,8,01:42.6,205.133,1
22469,915,8,6,7,8,9,2,53,5589621,45,11,01:42.9,204.556,1
22470,915,815,10,11,12,10,1,53,5590811,47,12,01:42.9,204.547,1
22471,915,13,3,19,18,11,0,53,5591621,47,10,01:42.9,204.636,1
22472,915,807,10,27,17,12,0,53,5592053,50,9,01:42.7,205.023,1
22473,915,818,5,25,9,13,0,53,5608039,53,7,01:42.5,205.293,1
22482,916,1,131,44,2,1,25,56,6004785,49,4,01:41.9,194.712,1
22483,916,3,131,6,1,2,18,56,6009099,48,5,01:41.9,194.706,1
22484,916,817,9,3,5,3,15,56,6030345,33,7,01:42.8,193.004,1
22485,916,13,3,19,4,4,12,56,6031709,50,9,01:43.0,192.741,1
