,iid_target,iid_neighbors
9026,5653,5645
9027,5653,5647
9028,5653,18854
9029,5653,18853
9030,5653,18855
9031,5653,13686
9032,5653,23397
9033,5653,13685
9034,5653,26936
9035,5653,38767
9036,5653,28711
9037,5653,18852
9038,5653,38768
9039,5653,30551
9040,5653,38766
9041,5653,43074
9042,11503,1084
9043,11503,29249
9044,11506,11750
9045,4776,11508
9046,4776,12611
9047,11508,12611
9048,11508,47552
9049,1084,29248
9050,11507,38065
9051,11505,47808
9052,19785,8252
9053,19785,19781
9054,19785,27976
9055,19785,40242
9056,19785,49130
9057,19785,49559
9058,19785,46759
9059,19785,48679
9060,19785,42928
9061,37905,26719
9062,37905,34491
9063,45404,33389
9064,39349,7952
9065,39349,8255
9066,39349,8254
9067,39349,17897
9068,39349,19781
9069,39349,353
9070,39349,24450
9071,39349,27978
9072,39349,12999
9073,39349,971
9074,39349,34492
9075,21308,23160
9076,21308,45451
9077,50064,34447
9078,1408,5248
9079,6392,15757
9080,11563,8586
9081,8156,9228
9082,8156,203
9083,5166,1421
9084,5166,16734
9085,5166,1422
9086,5166,25691
9087,5166,40688
9088,5166,35654
9089,17888,17891
9090,17888,39735
9091,1500,3608
9092,1500,7330
9093,1500,10718
9094,1500,12939
9095,1500,17678
9096,1500,12938
9097,1500,44659
9098,11887,39416
9099,14023,6354
9100,10902,5036
9101,10902,5031
9102,10902,5037
9103,11589,24230
9104,11589,49855
9105,11576,38875
9106,11572,29019
9107,11572,48018
9108,11572,13392
9109,11590,23700
9110,30139,22736
9111,30139,1536
9112,30139,31993
9113,30139,52543
9114,30139,43047
9115,30139,43867
9116,2388,17866
9117,2388,9393
9118,2388,9390
9119,2388,2392
9120,2388,2390
9121,2388,31415
9122,31664,12372
9123,31664,18216
9124,31664,24392
9125,31664,15502
9126,31664,31627
9127,31664,28398
9128,31664,31691
9129,31664,31621
9130,31664,31626
9131,31664,31688
9132,14588,44373
9133,1155,5971
9134,1155,19717
9135,1155,16749
9136,769,44755
9137,11640,7787
9138,11640,37730
9139,11640,32651
9140,11666,263
9141,15708,2914
9142,15708,11147
9143,630,12483
9144,13051,11062
9145,17651,11461
9146,17651,18685
9147,3007,44117
9148,30032,21080
9149,11778,11776
9150,11778,11775
9151,11783,41362
9152,37018,31156
9153,37018,31157
9154,46930,24292
9155,1337,35812
9156,2838,19383
9157,2892,34284
9158,2892,25638
9159,2892,27546
9160,2892,28565
9161,2892,28582
9162,2892,35766
9163,2892,47006
9164,2892,40681
9165,2892,47007
9166,2892,43041
9167,6650,11839
9168,6650,30053
9169,28396,18196
9170,28396,29126
9171,42057,50315
9172,42057,49511
9173,19509,2008
9174,17385,10389
9175,30566,24745
9176,30671,38608
9177,36929,17807
9178,36929,50620
9179,11689,11688
9180,11689,11687
9181,11688,11687
9182,11688,11685
9183,11669,44593
9184,11690,11695
9185,11690,11692
9186,11690,11691
9187,11690,11696
9188,11690,11693
9189,11690,11694
9190,11690,11202
9191,11690,11204
9192,11690,11203
9193,11695,11692
9194,11695,11691
9195,11695,11696
9196,11695,11693
9197,11695,11694
9198,7523,27533
9199,11692,11691
9200,11692,11696
9201,11692,11693
9202,11692,11694
9203,11692,11205
9204,11691,11696
9205,11691,11693
9206,11691,11694
9207,11691,11203
9208,11696,11693
9209,11696,11694
9210,11696,11202
9211,11696,11204
9212,11696,11203
9213,11693,11694
9214,11693,11200
9215,11694,11200
9216,28189,13291
9217,19454,16918
9218,45814,49899
9219,45814,49900
9220,22186,45185
9221,17432,40374
9222,17432,24966
9223,17432,35940
9224,6544,2605
9225,6544,21573
9226,11718,2888
9227,11718,2844
9228,11718,22176
9229,11708,20805
9230,10689,34280
9231,11712,9756
9232,11710,13067
9233,45631,48976
9234,6087,3184
9235,6087,746
9236,6087,452
9237,6087,10248
9238,6087,883
9239,6087,10828
9240,6087,3185
9241,6087,21587
9242,51673,20081
9243,51673,47246
9244,17061,10795
9245,49920,4345
9246,49920,6975
9247,49920,12079
9248,49920,19988
9249,49920,39413
9250,49920,51900
9251,49920,34865
9252,49920,48239
9253,49920,43232
9254,49920,49199
9255,49920,48943
9256,49920,42781
9257,3387,21696
9258,3387,43578
9259,3387,45069
9260,35887,14862
9261,23605,24293
9262,14211,4611
9263,17576,48489
9264,8380,5723
9265,6051,10276
9266,52828,19991
9267,8591,16828
9268,18766,2847
9269,18766,18358
9270,18766,2846
9271,2914,11147
9272,15509,15526
9273,2847,18358
9274,2847,2846
9275,18358,2846
9276,1313,2691
9277,1313,8839
9278,1313,2665
9279,1313,2690
9280,1313,4619
9281,1313,1321
9282,1313,24717
9283,1313,2704
9284,1313,30881
9285,1313,2687
9286,1313,1312
9287,1313,2678
9288,1313,8838
9289,1313,29391
9290,1313,29392
9291,1313,8837
9292,1313,2728
9293,1313,29571
9294,1313,30486
9295,1313,30885
9296,1313,34253
9297,1313,34257
9298,1313,2666
9299,1313,2650
9300,1313,2667
9301,1313,8841
9302,1313,8840
9303,1313,2679
9304,1313,2727
9305,1313,2686
9306,1313,45802
9307,1313,950
9308,1313,45801
9309,1313,45795
9310,3848,1159
9311,902,481
9312,902,18870
9313,24500,38470
9314,24500,3106
9315,37721,4330
9316,37721,8239
9317,11519,16389
9318,31893,1054
9319,18888,14634
9320,52806,42872
9321,44966,20375
9322,44966,28758
9323,44966,30045
9324,13998,13993
9325,40840,52172
9326,30515,40044
9327,30515,40265
9328,33482,33480
9329,24228,45080
9330,31422,50990
9331,32461,28673
9332,32461,43264
9333,146,13333
9334,146,19801
9335,146,25027
9336,18654,9214
9337,18654,6811
9338,16495,30757
9339,9412,11807
9340,9412,4800
9341,9412,2406
9342,9412,5091
9343,9412,9887
9344,9412,2398
9345,9412,23954
9346,11837,10937
9347,11837,11832
9348,11837,33805
9349,11837,46324
9350,11822,11821
9351,11822,51936
9352,11798,29287
9353,11839,30053
9354,11752,50958
9355,11836,25049
9356,18797,10853
9357,8589,31935
9358,17406,51065
9359,51180,22023
9360,50205,45057
9361,10872,21635
9362,10872,2573
9363,10872,15305
9364,1738,9502
9365,12921,4726
9366,12921,4727
9367,43389,46070
9368,16024,28525
9369,53043,44512
9370,53043,50680
9371,1145,15673
9372,42602,17853
9373,42602,25659
9374,42602,25665
9375,42602,26311
9376,42602,27193
9377,42602,27185
9378,42602,49342
9379,42602,46691
9380,42602,49347
9381,42602,37204
9382,42602,40758
9383,42602,41219
9384,42602,41224
9385,36790,23270
9386,36790,24164
9387,36790,47155
9388,17867,5571
9389,17867,24012
9390,37498,15437
9391,37498,37499
9392,37498,37497
9393,19428,18222
9394,19428,2881
9395,17251,17248
9396,32226,11547
9397,32226,15048
9398,32226,22222
9399,15699,21831
9400,15699,36728
9401,15699,16057
9402,3074,30528
9403,3074,43664
9404,47960,32172
9405,34529,13012
9406,502,23942
9407,27687,27689
9408,7573,8201
9409,14937,23963
9410,14937,30105
9411,14937,50960
9412,13388,43868
9413,13388,43315
9414,41143,12623
9415,41143,24621
9416,41143,37382
9417,5880,21641
9418,5312,24199
9419,10588,31264
9420,50254,24857
9421,50254,33735
9422,50254,33869
9423,50254,304
9424,25928,29435
9425,25928,26334
9426,25928,18589
9427,29435,26334
9428,29435,18589
9429,11895,49487
9430,11909,41979
9431,11906,24350
9432,28519,22030
9433,5068,32680
9434,34589,30076
9435,12914,19490
9436,15815,15765
9437,24782,19874
9438,46941,17271
9439,24473,22560
9440,24473,32411
9441,11923,2634
9442,11920,50975
9443,7337,29185
9444,8221,28883
9445,4932,30071
9446,19336,22256
9447,1069,15347
9448,11942,11940
9449,11942,28490
9450,11940,28490
9451,11943,158
9452,11939,11938
9453,11939,11937
9454,11939,11941
9455,11939,11547
9456,11939,15048
9457,11938,11937
9458,11938,11941
9459,11938,11547
9460,11937,11941
9461,11937,11547
9462,11941,11547
9463,11941,15048
9464,10851,21159
9465,10851,10852
9466,10851,14848
9467,10851,21162
9468,10851,21160
9469,10851,31450
9470,30749,45839
9471,30749,45666
9472,28824,18838
9473,44607,41413
9474,6401,11553
9475,14542,17994
9476,46109,14545
9477,7149,34769
9478,19824,43710
9479,37343,47190
9480,5133,18327
9481,4611,27175
9482,26396,34852
9483,22281,44341
9484,22281,38501
9485,1186,50823
9486,8985,24514
9487,28592,29138
9488,2874,12638
9489,2874,18494
9490,2874,2891
9491,22919,7088
9492,22919,17912
9493,22919,22841
9494,22919,13304
9495,11949,23723
9496,11953,13536
9497,11950,30533
9498,34251,27079
9499,34251,15390
9500,34251,45765
9501,30968,33477
9502,18617,10522
9503,18617,17947
9504,24362,23927
9505,30015,22120
9506,43613,30777
9507,30941,29722
9508,10541,30114
9509,14081,51827
9510,19469,5250
9511,19469,7521
9512,19469,15005
9513,19469,25016
9514,19469,25882
9515,19469,27664
9516,19469,39603
9517,19469,39063
9518,19469,39611
9519,18490,11400
9520,18490,18488
9521,18490,18484
9522,18490,18486
9523,18490,18485
9524,13578,13774
9525,7824,28286
9526,7824,14644
9527,14827,11456
9528,14827,19543
9529,14827,20160
9530,14827,1125
9531,14827,30451
9532,14827,33252
9533,14827,14828
9534,14827,14845
9535,40728,28765
9536,5571,24012
9537,13878,22132
9538,13878,16644
9539,14027,2299
9540,21045,22161
9541,14422,14417
9542,14422,11115
9543,14422,35277
9544,11242,10836
9545,14417,11115
9546,14417,35277
9547,15906,38874
9548,15906,50920
9549,47325,1979
9550,2691,8839
9551,2691,2665
9552,2691,2690
9553,2691,4619
9554,2691,1321
9555,2691,24717
9556,2691,2704
9557,2691,30881
9558,2691,2687
9559,2691,1312
9560,2691,2678
9561,2691,8838
9562,2691,29391
9563,2691,29392
9564,2691,8837
9565,2691,2728
9566,2691,29571
9567,2691,30486
9568,2691,30885
9569,2691,34253
9570,2691,34257
9571,2691,2666
9572,2691,2650
9573,2691,2667
9574,2691,8841
9575,2691,8840
9576,2691,2679
9577,2691,2727
9578,2691,50244
9579,2691,2686
9580,2691,45802
9581,2691,950
9582,2691,45801
9583,2691,45795
9584,8839,2665
9585,8839,2690
9586,8839,4619
9587,8839,1321
9588,8839,24717
9589,8839,2704
9590,8839,30881
9591,8839,2687
9592,8839,1312
9593,8839,2678
9594,8839,8838
9595,8839,29391
9596,8839,29392
9597,8839,8837
9598,8839,2728
9599,8839,29571
9600,8839,30486
9601,8839,30885
9602,8839,34253
9603,8839,34257
9604,8839,2666
9605,8839,2650
9606,8839,2667
9607,8839,8841
9608,8839,8840
9609,8839,2679
9610,8839,2727
9611,8839,2686
9612,8839,45802
9613,8839,950
9614,8839,45801
9615,8839,45795
9616,45798,47865
9617,36892,41422
9618,25547,25548
9619,11994,11974
9620,12270,5250
9621,12270,7521
9622,12270,15005
9623,12270,38238
9624,12270,39607
9625,4314,39606
9626,4314,20083
9627,4314,39604
9628,4314,35953
9629,4314,32939
9630,4314,11826
9631,4314,5095
9632,4314,5341
9633,4314,7520
9634,4314,2485
9635,4314,19022
9636,4314,19153
9637,4314,20084
9638,4314,2482
9639,4314,2484
9640,4314,39608
9641,4314,21192
9642,4314,21196
9643,4314,26433
9644,4314,24311
9645,4314,43739
9646,4314,22591
9647,4314,15003
9648,4314,28791
9649,4314,23970
9650,4314,23971
9651,4314,23973
9652,4314,24312
9653,4314,33116
9654,4314,15007
9655,4314,18112
9656,4314,26856
9657,4314,27360
9658,4314,15012
9659,4314,32630
9660,4314,39614
9661,4314,37705
9662,4314,32940
9663,4314,33059
9664,4314,39615
9665,4314,38058
9666,4314,39603
9667,4314,39618
9668,4314,39601
9669,4314,39617
9670,4314,35954
9671,4314,46574
9672,4314,36249
9673,4314,39616
9674,4314,36803
9675,4314,39609
9676,4314,39602
9677,11489,14043
9678,12071,29430
9679,12174,12109
9680,20714,30905
9681,44184,19078
9682,44184,48762
9683,1386,3990
9684,23699,14756
9685,11403,7552
9686,11403,7544
9687,11403,19674
9688,11403,15312
9689,12612,4500
9690,12570,29255
9691,12644,5905
9692,12644,9008
9693,12644,41199
9694,12644,41197
9695,2852,1327
9696,2852,11412
9697,2852,27543
9698,2852,1329
9699,2852,43039
9700,2852,15662
9701,2852,43038
9702,2852,43041
9703,3500,2597
9704,3500,18492
9705,3500,24640
9706,12581,6979
9707,12581,13951
9708,12581,35209
9709,12636,23551
9710,12636,27907
9711,12636,40040
9712,2816,2817
9713,2816,2818
9714,2817,2911
9715,2817,2818
9716,2817,47950
9717,34761,16785
9718,37681,42681
9719,37681,52483
9720,24023,27395
9721,28991,4264
9722,28991,25888
9723,4789,14589
9724,4789,25198
9725,12656,7840
9726,12656,12210
9727,12656,47129
9728,8548,23591
9729,12020,42118
9730,12020,45746
9731,12653,3595
9732,12652,12815
9733,12665,16351
9734,2740,34540
9735,44031,50285
9736,17608,26119
9737,15741,9562
9738,17597,42641
9739,6343,27298
9740,7349,21715
9741,13557,1723
9742,17617,12335
9743,17617,40600
9744,17617,46396
9745,17620,11324
9746,17620,11325
9747,17620,52902
9748,2700,22778
9749,2714,21264
9750,6637,25595
9751,6637,14647
9752,6637,28423
9753,6637,37376
9754,6637,47429
9755,17621,48228
9756,8995,44013
9757,8995,51921
9758,8995,50247
9759,17622,23584
9760,16281,8408
9761,17626,9457
9762,17626,32912
9763,17626,52548
9764,17626,37146
9765,5077,18105
9766,5077,23202
9767,17624,33097
9768,23144,34730
9769,17661,21435
9770,10867,10864
9771,10867,10865
9772,10867,10859
9773,10867,15050
9774,10867,15043
9775,10867,1127
9776,10867,29048
9777,14618,14624
9778,17648,29087
9779,10864,10865
9780,10864,10859
9781,10864,15050
9782,10864,15043
9783,10864,1127
9784,10864,35462
9785,15837,15981
9786,22695,33458
9787,34853,51446
9788,30439,46615
9789,30439,35151
9790,30439,40294
9791,30491,28590
9792,30491,35417
9793,37953,15627
9794,37953,22278
9795,4633,15581
9796,4633,27226
9797,4633,22278
9798,12404,4877
9799,12404,575
9800,12404,12392
9801,12404,12382
9802,12404,12409
9803,12404,18239
9804,12404,18242
9805,12404,2899
9806,12404,24393
9807,12404,15720
9808,12404,15696
9809,12404,43343
9810,12404,24700
9811,12404,51381
9812,12404,29907
9813,12404,29906
9814,12404,29904
9815,12404,29910
9816,12404,30053
9817,12404,31712
9818,10865,10859
9819,10865,15050
9820,10865,14173
9821,10865,15043
9822,10865,1127
9823,26136,40881
9824,46567,50297
9825,17664,31072
9826,17664,45962
9827,4509,16361
9828,4509,33419
9829,12500,8553
9830,12500,19476
9831,12500,24483
9832,12500,36418
9833,12500,16458
9834,17663,32131
9835,17666,20531
9836,17666,23941
9837,17666,25594
9838,17666,29670
9839,17666,40086
9840,17666,31386
9841,17665,8774
9842,17665,20734
9843,17665,14273
9844,17665,21590
9845,16931,10511
9846,22193,39044
9847,46473,13022
9848,28602,13053
9849,28602,39365
9850,9352,9351
9851,9352,52149
9852,18153,5005
9853,18153,32654
9854,14250,32883
9855,11012,3522
9856,11012,29462
9857,11012,40958
9858,3522,6160
9859,3522,10378
9860,3522,29461
9861,3522,40958
9862,44625,12118
9863,20300,515
9864,20300,40318
9865,2229,19408
9866,2229,14314
9867,2229,30079
9868,2229,47042
9869,2229,14319
9870,47109,33193
9871,47109,42346
9872,27456,15739
9873,27456,13554
9874,3510,3509
9875,3510,3508
9876,3510,19370
9877,3510,23753
9878,3510,26796
9879,3510,14145
9880,3509,3508
9881,3509,23755
9882,3509,29123
9883,3509,14146
9884,3509,46824
9885,3509,48282
9886,3508,4193
9887,3508,23754
9888,3508,46823
9889,696,50221
9890,10108,51909
9891,17712,19349
9892,15324,31556
9893,15324,43920
9894,2911,7798
9895,2911,47950
9896,17694,13106
9897,17694,26833
9898,17694,8876
9899,17694,357
9900,17694,18614
9901,17694,13108
9902,17694,13115
9903,17694,17820
9904,17694,22102
9905,17694,38540
9906,17694,13104
9907,17694,42758
9908,17694,28601
9909,17694,13112
9910,17694,26834
9911,17694,17818
9912,17694,13109
9913,17694,28600
9914,17694,38539
9915,17694,51513
9916,17694,49713
9917,17694,44715
9918,17694,35355
9919,17694,17816
9920,17694,50436
9921,17694,45555
9922,17694,43553
9923,17694,42759
9924,17694,46798
9925,17694,13105
9926,17694,44906
9927,17694,39763
9928,17694,42754
9929,17694,3933
9930,17694,41475
9931,17694,41474
9932,17694,13110
9933,17694,51341
9934,17694,52989
9935,17694,17819
9936,12940,17684
9937,10670,47090
9938,10670,48040
9939,31044,31042
9940,31044,31049
9941,30510,2988
9942,14491,28201
9943,14491,2126
9944,17795,5516
9945,17795,11869
9946,17795,30236
9947,17795,33015
9948,17795,51756
9949,17795,50825
9950,5100,42336
9951,5100,50326
9952,14968,26771
9953,14968,38809
9954,14968,38976
9955,14968,43893
9956,17789,6763
9957,17794,41290
9958,9841,30301
9959,9841,37918
9960,9835,2273
9961,21921,35956
9962,21892,5914
9963,21892,16168
9964,3280,10124
9965,3281,21708
9966,8381,14210
9967,33966,15049
9968,37431,10907
9969,37431,26313
9970,19764,8220
9971,19764,20257
9972,19764,30064
9973,19764,43501
9974,19764,38018
9975,16273,21406
9976,16273,31739
9977,23320,44528
9978,42637,1677
9979,17495,45847
9980,16677,1079
9981,17798,12063
9982,12992,35076
9983,12992,38014
9984,12992,38457
9985,12992,42885
9986,12992,50153
9987,17799,39994
9988,12044,47997
9989,8145,35559
9990,5559,7119
9991,5559,29454
9992,5559,34139
9993,19957,22148
9994,19957,41445
9995,19957,16909
9996,19957,35355
9997,19957,48800
9998,15936,25244
9999,17808,44909
10000,12466,16777
10001,17804,30151
10002,4107,2960
10003,13106,26833
10004,13106,8876
10005,13106,357
10006,13106,18614
10007,13106,13108
10008,13106,13115
10009,13106,17820
10010,13106,22102
10011,13106,38540
10012,13106,13104
10013,13106,42758
10014,13106,28601
10015,13106,13112
10016,13106,26834
10017,13106,17818
10018,13106,13109
10019,13106,28600
10020,13106,38539
10021,13106,51513
10022,13106,49713
10023,13106,44715
10024,13106,35355
10025,13106,17816
10026,13106,50436
10027,13106,45555
10028,13106,42761
10029,13106,43553
10030,13106,42759
10031,13106,46798
10032,13106,13105
10033,13106,44906
10034,13106,39763
10035,13106,3933
10036,13106,41475
10037,13106,41474
10038,13106,13110
10039,13106,51341
10040,13106,52989
10041,13106,17819
10042,17318,42797
10043,49023,46642
10044,49023,44403
10045,24089,40193
10046,24089,23184
10047,22677,28188
10048,22677,13286
10049,13399,31929
10050,5005,32654
10051,15615,18230
10052,15615,38824
10053,8407,8536
10054,8407,12237
10055,19064,31189
10056,14217,41695
10057,50076,34918
10058,50076,46539
10059,48055,26825
10060,21730,7333
10061,21730,22983
10062,12917,12742
10063,8538,7649
10064,9263,15768
10065,39922,33694
10066,39922,52962
10067,39922,44076
10068,39922,52685
10069,9402,12215
10070,9402,9403
10071,9402,12217
10072,9402,37996
10073,9402,45572
10074,7681,16832
10075,7681,51737
10076,11202,11204
10077,11202,11203
10078,11200,11204
10079,32906,38785
10080,32906,34
10081,17836,19290
10082,10234,10235
10083,10234,10233
10084,10235,10233
10085,10235,39312
10086,10235,26549
10087,10235,41850
10088,10235,37359
10089,10235,40134
10090,10235,41021
10091,17843,17844
10092,17843,21028
10093,17843,27902
10094,17843,39903
10095,17844,21028
10096,17844,27902
10097,17844,39903
10098,17845,27902
10099,17835,32862
10100,17849,24614
10101,17840,41081
10102,17840,37349
10103,13712,6020
10104,13712,18856
10105,17852,43155
10106,17853,11422
10107,17853,11425
10108,17853,21430
10109,17853,22366
10110,17853,46260
10111,17853,27049
10112,17853,27195
10113,17853,27190
10114,17853,27193
10115,17853,27185
10116,17853,49342
10117,17853,33633
10118,17853,48160
10119,17853,48509
10120,17853,49347
10121,17853,37204
10122,17853,37203
10123,17853,44703
10124,17853,45673
10125,17853,43158
10126,17853,41219
10127,17853,41224
10128,17853,48938
10129,17853,40759
10130,17839,6020
10131,17846,46062
10132,17846,43098
10133,16723,21498
10134,17842,28653
10135,2996,26921
10136,17868,25231
10137,17868,2717
10138,17868,30187
10139,17868,2613
10140,17868,48430
10141,17866,9127
10142,17866,9392
10143,17866,9390
10144,17866,21137
10145,17866,2392
10146,17866,2390
10147,17866,29854
10148,17866,46329
10149,17866,31415
10150,17864,17865
10151,17864,9390
10152,17864,22692
10153,17864,33877
10154,17864,31414
10155,17864,47854
10156,17864,39452
10157,2665,2690
10158,2665,4619
10159,2665,1321
10160,2665,45800
10161,2665,30881
10162,2665,2687
10163,2665,1312
10164,2665,2678
10165,2665,8838
10166,2665,29392
10167,2665,8837
10168,2665,2728
10169,2665,34253
10170,2665,2667
10171,2665,2679
10172,2665,2686
10173,2665,950
10174,2665,45801
10175,2665,45795
10176,17863,2391
10177,17865,9393
10178,17865,9391
10179,17865,9390
10180,17865,9389
10181,17865,22692
10182,17865,33879
10183,17865,33877
10184,17865,31414
10185,17865,47854
10186,17865,39452
10187,17858,17859
10188,14365,12607
10189,17860,5741
10190,17860,23570
10191,17860,32050
10192,17855,5677
10193,17855,9294
10194,17855,17982
10195,17855,26129
10196,17855,13894
10197,17855,45630
10198,18223,18319
10199,18223,37177
10200,2835,8204
10201,2835,18224
10202,2835,15579
10203,2835,21309
10204,2835,48205
10205,2835,29325
10206,2835,30098
10207,2835,43637
10208,2835,30493
10209,2835,48659
10210,2835,36289
10211,2835,36290
10212,2835,31694
10213,2835,47005
10214,7882,25073
10215,18141,21228
10216,14488,48703
10217,18319,49
10218,18319,48
10219,18319,4875
10220,18319,29466
10221,18319,37177
10222,49,48
10223,49,4875
10224,49,11144
10225,49,29466
10226,48,4875
10227,48,4868
10228,48,8207
10229,48,29466
10230,4875,29466
10231,15592,2863
10232,15592,19302
10233,15592,15524
10234,28887,5286
10235,28887,52443
10236,28887,46421
10237,21084,2242
10238,32992,44292
10239,32992,51473
10240,32992,13117
10241,32992,47048
10242,32992,39766
10243,10906,23658
10244,17420,33682
10245,46989,35131
10246,5878,3276
10247,5878,3277
10248,10439,25852
10249,4328,35795
10250,49104,12481
10251,14017,10099
10252,14017,35192
10253,1428,4334
10254,1428,2804
10255,18322,40167
10256,18321,28960
10257,15289,34985
10258,15289,41908
10259,8320,48942
10260,46386,37974
10261,32913,23563
10262,25726,23422
10263,40236,22177
10264,40236,33285
10265,40236,48800
10266,40236,38178
10267,15065,49574
10268,8115,10133
10269,45192,14506
10270,31359,14035
10271,34784,14278
10272,31755,15876
10273,8031,23859
10274,24334,32675
10275,32149,51747
10276,32149,30386
10277,23524,17874
10278,46829,10072
10279,26484,22546
10280,16605,24871
10281,16605,28286
10282,14457,20411
10283,8402,14174
10284,18334,19903
10285,18334,19907
10286,18334,30028
10287,18334,33263
10288,18334,43686
10289,18331,4759
10290,18331,7070
10291,18331,18064
10292,18331,2402
10293,18331,14746
10294,18331,13906
10295,18331,23195
10296,18331,13888
10297,18331,43395
10298,18329,10414
10299,4870,27392
10300,4870,30691
10301,4870,27082
10302,18333,34035
10303,18333,34089
10304,18333,51743
10305,18333,51742
10306,18333,46889
10307,18333,50772
10308,11594,11598
10309,11597,11596
10310,11596,11595
10311,43356,28202
10312,18401,30604
10313,45396,8050
10314,34379,26845
10315,11648,26487
10316,11648,28536
10317,15045,19556
10318,15045,24623
10319,15045,30458
10320,27843,1118
10321,27843,11291
10322,27843,20135
10323,27843,14517
10324,27843,23456
10325,27843,43580
10326,27843,38057
10327,27843,44568
10328,27843,53050
10329,18440,17730
10330,14183,18572
10331,14183,37929
10332,5944,18742
10333,14153,42692
10334,3184,746
10335,3184,452
10336,3184,10248
10337,3184,883
10338,3184,10828
10339,3184,3185
10340,16789,49019
10341,16789,24092
10342,16789,37698
10343,18438,15181
10344,18438,37946
10345,18438,51117
10346,8892,18890
10347,15487,44473
10348,12402,20141
10349,12402,43478
10350,15000,2484
10351,15000,21191
10352,15000,24311
10353,15000,39600
10354,15000,23971
10355,15000,27251
10356,15000,27358
10357,15000,27360
10358,15000,15012
10359,15000,32940
10360,15000,37565
10361,15000,39640
10362,15000,39601
10363,15000,36803
10364,15000,37567
10365,15000,39609
10366,39606,20083
10367,39606,39604
10368,39606,35953
10369,39606,32939
10370,39606,11826
10371,39606,5095
10372,39606,5341
10373,39606,7520
10374,39606,2485
10375,39606,19022
10376,39606,19153
10377,39606,20084
10378,39606,2482
10379,39606,2484
10380,39606,39608
10381,39606,21192
10382,39606,21196
10383,39606,26433
10384,39606,24311
10385,39606,43739
10386,39606,15003
10387,39606,28791
10388,39606,23970
10389,39606,23971
10390,39606,23973
10391,39606,24312
10392,39606,33116
10393,39606,18112
10394,39606,26856
10395,39606,27360
10396,39606,15012
10397,39606,32630
10398,39606,39614
10399,39606,37705
10400,39606,32940
10401,39606,33059
10402,39606,38058
10403,39606,39603
10404,39606,39618
10405,39606,39601
10406,39606,39617
10407,39606,46574
10408,39606,36249
10409,39606,39616
10410,39606,36803
10411,39606,39609
10412,39606,39602
10413,20083,39604
10414,20083,35953
10415,20083,32939
10416,20083,11826
10417,20083,5095
10418,20083,5341
10419,20083,7520
10420,20083,2485
10421,20083,19022
10422,20083,19153
10423,20083,20084
10424,20083,2482
10425,20083,2484
10426,20083,39608
10427,20083,21192
10428,20083,21196
10429,20083,26433
10430,20083,24311
10431,20083,43739
10432,20083,15003
10433,20083,28791
10434,20083,23970
10435,20083,23971
10436,20083,23973
10437,20083,24312
10438,20083,33116
10439,20083,18112
10440,20083,26856
10441,20083,27360
10442,20083,15012
10443,20083,32630
10444,20083,39614
10445,20083,37705
10446,20083,32940
10447,20083,33059
10448,20083,38058
10449,20083,39603
10450,20083,39618
10451,20083,39601
10452,20083,39617
10453,20083,46574
10454,20083,36249
10455,20083,39616
10456,20083,36803
10457,20083,39609
10458,20083,39602
10459,25883,7002
10460,25883,19866
10461,25883,2484
10462,25883,21195
10463,25883,24311
10464,25883,23971
10465,25883,25882
10466,25883,27360
10467,25883,15012
10468,25883,29985
10469,25883,32940
10470,25883,37565
10471,25883,39601
10472,25883,36803
10473,25883,39609
10474,39604,39624
10475,39604,35953
10476,39604,32939
10477,39604,11826
10478,39604,5095
10479,39604,5341
10480,39604,7520
10481,39604,2485
10482,39604,19022
10483,39604,19153
10484,39604,20084
10485,39604,2482
10486,39604,2484
10487,39604,39608
10488,39604,21192
10489,39604,21196
10490,39604,26433
10491,39604,24311
10492,39604,43739
10493,39604,15003
10494,39604,28791
10495,39604,23970
10496,39604,23971
10497,39604,23973
10498,39604,24312
10499,39604,24313
10500,39604,33116
10501,39604,18112
10502,39604,26856
10503,39604,27360
10504,39604,15012
10505,39604,32630
10506,39604,39614
10507,39604,37705
10508,39604,32940
10509,39604,33059
10510,39604,38058
10511,39604,39603
10512,39604,39618
10513,39604,39601
10514,39604,39617
10515,39604,46574
10516,39604,36249
10517,39604,39616
10518,39604,36803
10519,39604,39609
10520,39604,39602
10521,34145,5530
10522,12279,14200
10523,13418,30782
10524,39480,38912
10525,296,24505
10526,27967,22017
10527,27967,41478
10528,27164,26101
10529,19320,35860
10530,19455,17534
10531,18446,32127
10532,18444,15248
10533,18444,23633
10534,15638,11413
10535,3732,21710
10536,3732,16091
10537,18538,22543
10538,1726,52558
10539,12320,23988
10540,18540,40162
10541,4288,29178
10542,14786,2423
10543,14786,18664
10544,22212,9892
10545,18541,51257
10546,18541,47892
10547,15861,41924
10548,12627,12626
10549,4726,28044
10550,4726,4727
10551,14861,14877
10552,14861,31464
10553,18591,47490
10554,13098,6938
10555,19148,19274
10556,19148,51202
10557,19148,51201
10558,18629,32384
10559,18613,19959
10560,13025,19129
10561,13025,20387
10562,13025,1520
10563,13025,22560
10564,13025,32989
10565,13025,44347
10566,11016,11015
10567,11016,1416
10568,11016,47343
10569,27459,27639
10570,27459,45718
10571,16696,12532
10572,16696,12530
10573,16696,46298
10574,10342,11531
10575,746,452
10576,746,10248
10577,746,883
10578,746,10828
10579,746,3185
10580,9480,31516
10581,14923,42837
10582,14923,34331
10583,39624,25301
10584,39624,19439
