,iid_target,iid_neighbors
17651,20132,25822
17652,20132,25821
17653,20132,26417
17654,20132,26504
17655,20132,39194
17656,20132,27901
17657,20132,28299
17658,20132,13970
17659,20132,32168
17660,20132,32449
17661,20132,35211
17662,20132,41859
17663,20132,51131
17664,20139,34668
17665,20141,29690
17666,20130,40826
17667,20124,20390
17668,20121,25930
17669,20121,15587
17670,20135,14517
17671,20135,23456
17672,20135,43580
17673,20135,38057
17674,20135,44568
17675,20135,53050
17676,12700,23528
17677,20137,21210
17678,20137,15076
17679,20117,36566
17680,44743,28150
17681,15332,39076
17682,43868,13372
17683,43868,43315
17684,16410,35653
17685,12916,47805
17686,20153,21307
17687,12862,6093
17688,12881,27713
17689,20160,1125
17690,20160,28659
17691,20160,33252
17692,20160,14828
17693,20160,49081
17694,42798,33006
17695,30966,20720
17696,30966,12890
17697,20185,13899
17698,20185,31194
17699,20191,20336
17700,20191,33172
17701,13540,23674
17702,13540,27719
17703,20207,21371
17704,20207,2832
17705,20207,25925
17706,20207,34375
17707,20207,2831
17708,20226,52184
17709,20226,51093
17710,20202,45995
17711,20198,39393
17712,20187,8770
17713,20178,33537
17714,20178,1975
17715,20217,30908
17716,20184,22860
17717,20184,2038
17718,20184,2043
17719,20184,31165
17720,14318,9332
17721,14318,2232
17722,14318,40293
17723,20197,46804
17724,27121,21565
17725,27121,27122
17726,27121,21566
17727,27121,27120
17728,26419,45923
17729,26419,47767
17730,21109,905
17731,24024,31722
17732,27279,1017
17733,32415,51930
17734,32415,33152
17735,32415,43163
17736,27228,20760
17737,2352,43293
17738,20248,40818
17739,20248,41852
17740,20243,44744
17741,14076,44268
17742,20232,12784
17743,20257,30064
17744,20257,43501
17745,20257,38018
17746,20235,47613
17747,20235,41634
17748,50765,21114
17749,29140,15671
17750,3241,13015
17751,24393,15720
17752,24393,15696
17753,24393,43343
17754,24393,24700
17755,24393,51381
17756,24393,29907
17757,24393,29906
17758,24393,29904
17759,24393,29910
17760,24393,30053
17761,24393,31712
17762,40569,13342
17763,13412,43314
17764,20261,39394
17765,20261,13591
17766,20261,30788
17767,20261,27926
17768,20261,28709
17769,20261,30786
17770,20261,32361
17771,20261,13594
17772,20261,13616
17773,20261,13603
17774,20261,13606
17775,475,35380
17776,34697,21071
17777,34697,14243
17778,34697,14261
17779,34697,14254
17780,34697,28378
17781,34697,11889
17782,34697,14258
17783,20271,34960
17784,20276,742
17785,20278,32935
17786,20278,32793
17787,20278,46847
17788,20278,45600
17789,40868,27125
17790,40868,40883
17791,24518,47930
17792,23276,49632
17793,7696,36798
17794,48123,45048
17795,36319,25368
17796,36319,30778
17797,46415,38039
17798,14496,46872
17799,15821,34522
17800,20294,48185
17801,20303,46395
17802,2664,26054
17803,2664,15400
17804,2664,2659
17805,20283,22323
17806,20283,25516
17807,20283,49754
17808,20283,35206
17809,20283,39795
17810,14967,21624
17811,14967,2476
17812,14967,29874
17813,14967,49900
17814,14967,48731
17815,20301,28915
17816,20299,35866
17817,20312,45398
17818,20289,30947
17819,41437,15056
17820,40948,44207
17821,46366,29823
17822,20338,29574
17823,20334,31488
17824,12953,23739
17825,20316,38087
17826,1704,35509
17827,16158,27952
17828,20337,25635
17829,20337,21659
17830,44017,49490
17831,52589,33349
17832,34202,24126
17833,39122,49927
17834,39122,37123
17835,39122,14951
17836,350,30418
17837,350,36800
17838,350,50866
17839,20811,39763
17840,20811,47212
17841,29804,34661
17842,20359,1512
17843,28542,29296
17844,28542,6531
17845,28542,51943
17846,2439,38744
17847,20372,45313
17848,20378,48570
17849,12986,13053
17850,12986,32911
17851,12986,15190
17852,20375,28758
17853,20375,30045
17854,20415,31774
17855,20396,40022
17856,20410,30229
17857,20405,14298
17858,20419,46305
17859,20419,16447
17860,2857,26060
17861,20403,26665
17862,20401,2405
17863,20409,40562
17864,20414,44221
17865,20414,28018
17866,20387,1520
17867,20387,22560
17868,20387,24241
17869,20387,32989
17870,20387,44347
17871,20416,41720
17872,20418,20573
17873,20418,26610
17874,20395,45862
17875,20413,24701
17876,52201,34873
17877,52201,51296
17878,13903,28074
17879,20555,14759
17880,20555,50990
17881,20531,25594
17882,20531,29670
17883,20531,49236
17884,20581,24640
17885,20580,20584
17886,20425,27573
17887,20479,36328
17888,20479,47502
17889,20479,46988
17890,20525,40806
17891,20525,40808
17892,15181,37946
17893,15181,44250
17894,926,24117
17895,15163,14521
17896,20424,693
17897,3220,14285
17898,20689,46298
17899,20547,26575
17900,20547,47504
17901,936,2583
17902,936,15149
17903,3590,43617
17904,20575,2500
17905,20576,15070
17906,20543,33187
17907,2402,14746
17908,2402,13906
17909,2402,23195
17910,2402,13888
17911,2402,43395
17912,2402,36197
17913,20573,26610
17914,20573,48799
17915,20573,52505
17916,20573,44908
17917,20537,14615
17918,20426,6071
17919,14822,44982
17920,20443,51199
17921,20443,38092
17922,20443,30349
17923,20565,23122
17924,20675,31898
17925,20675,43649
17926,13981,36146
17927,20538,125
17928,15196,34226
17929,20687,20747
17930,20687,41245
17931,14121,38790
17932,20672,39755
17933,20606,42211
17934,20474,38585
17935,20626,20625
17936,20626,30282
17937,20625,30282
17938,20619,28092
17939,20438,20437
17940,20520,36839
17941,20448,41270
17942,20522,22992
17943,20522,29840
17944,20691,51540
17945,20510,14597
17946,20612,29412
17947,20455,52580
17948,20634,44343
17949,14985,34754
17950,14985,44908
17951,14985,46191
17952,14985,35973
17953,20469,33235
17954,20633,42736
17955,20568,52883
17956,20596,50424
17957,20551,35487
17958,13897,20621
17959,20507,36281
17960,20671,25988
17961,20630,2953
17962,20505,26144
17963,20681,49876
17964,20574,15033
17965,20456,34640
17966,20513,44718
17967,20513,46863
17968,20605,52275
17969,20605,47021
17970,20432,39264
17971,26711,30053
17972,51930,14779
17973,51930,22598
17974,45023,44282
17975,20724,38685
17976,21809,45818
17977,50464,14988
17978,50691,23139
17979,31499,43690
17980,20709,22766
17981,20706,15122
17982,20747,41245
17983,20729,50198
17984,20734,14273
17985,20734,21590
17986,20734,26661
17987,20734,29530
17988,20734,50902
17989,13921,13922
17990,20743,30743
17991,20742,15514
17992,20742,31632
17993,20742,15528
17994,20742,15529
17995,20742,15515
17996,20742,35429
17997,20742,35431
17998,20742,31666
17999,20742,15516
18000,20742,31642
18001,20742,31665
18002,20720,12890
18003,20744,25636
18004,20744,27615
18005,25645,31498
18006,30856,23516
18007,30856,10840
18008,48457,14444
18009,35205,736
18010,35205,27150
18011,35205,735
18012,34065,48403
18013,3168,23364
18014,3168,25011
18015,3168,16914
18016,3168,33779
18017,3168,44277
18018,3168,49602
18019,3168,3167
18020,16913,25347
18021,39608,21192
18022,39608,21196
18023,39608,26433
18024,39608,24311
18025,39608,43739
18026,39608,15003
18027,39608,28791
18028,39608,23970
18029,39608,23971
18030,39608,23973
18031,39608,24312
18032,39608,33116
18033,39608,18112
18034,39608,26856
18035,39608,27365
18036,39608,27360
18037,39608,15012
18038,39608,32630
18039,39608,39614
18040,39608,37705
18041,39608,32940
18042,39608,33059
18043,39608,38058
18044,39608,39603
18045,39608,39618
18046,39608,39601
18047,39608,39617
18048,39608,46574
18049,39608,36249
18050,39608,39616
18051,39608,36803
18052,39608,39609
18053,39608,39602
18054,45811,25185
18055,45811,26655
18056,45811,39590
18057,14959,26303
18058,14959,24919
18059,14959,3000
18060,14959,44530
18061,36427,16857
18062,36427,30936
18063,36427,51926
18064,36427,16855
18065,36427,39542
18066,20750,14722
18067,20750,44377
18068,14722,23626
18069,14722,34027
18070,20751,28706
18071,14743,23627
18072,14743,23626
18073,14743,53124
18074,14743,27845
18075,14743,29076
18076,14743,44377
18077,14743,35969
18078,28263,28264
18079,33888,45383
18080,20960,1255
18081,20998,41536
18082,20872,27716
18083,14848,21162
18084,14848,21160
18085,14848,31450
18086,20871,40981
18087,21032,52413
18088,21032,12698
18089,21032,12699
18090,21505,39227
18091,12811,30766
18092,21218,31476
18093,20834,49428
18094,21334,14761
18095,21146,23951
18096,21146,43012
18097,16295,39516
18098,3065,3062
18099,20934,33511
18100,20977,37301
18101,20976,37297
18102,20954,20957
18103,20997,22334
18104,20919,26943
18105,20919,41033
18106,21006,49308
18107,21006,28649
18108,21004,21003
18109,21004,13757
18110,21004,28961
18111,21004,37871
18112,21004,39402
18113,21004,48322
18114,20933,22523
18115,20933,1914
18116,20927,50007
18117,20935,32154
18118,20953,48920
18119,20953,41034
18120,20992,37038
18121,20937,22523
18122,20937,48909
18123,20941,37014
18124,1626,23238
18125,1626,23843
18126,1626,24408
18127,1626,1615
18128,1626,31967
18129,1626,34532
18130,1626,1652
18131,20873,40556
18132,20859,20853
18133,1690,26854
18134,21316,15563
18135,21186,41897
18136,234,38978
18137,20972,22529
18138,20828,20829
18139,20828,31013
18140,20829,31013
18141,21270,26563
18142,21270,2772
18143,2193,2945
18144,2193,2936
18145,2193,51206
18146,2193,33979
18147,2193,34185
18148,2193,2180
18149,2193,2941
18150,2193,2935
18151,2193,2175
18152,2193,2181
18153,2193,2191
18154,2193,2198
18155,498,13400
18156,13947,22806
18157,21279,23301
18158,21210,15076
18159,21416,34557
18160,21416,39878
18161,20896,1836
18162,20896,29426
18163,20896,47489
18164,20938,22970
18165,20938,40218
18166,20938,41407
18167,20938,40827
18168,20938,47017
18169,20938,49288
18170,2276,14398
18171,2276,35192
18172,21256,35521
18173,21256,47859
18174,21256,40890
18175,21460,21528
18176,21460,21527
18177,604,46420
18178,21263,38720
18179,20790,47902
18180,1804,35266
18181,21137,2390
18182,21137,29854
18183,21137,46329
18184,21137,31415
18185,19375,15856
18186,21358,52106
18187,21162,21160
18188,21162,31450
18189,20823,23233
18190,20823,1637
18191,1899,869
18192,1899,37006
18193,20939,37252
18194,20939,37008
18195,20939,48910
18196,2174,2186
18197,2174,2179
18198,2174,35314
18199,2174,2182
18200,20868,20320
18201,21101,35588
18202,20801,20802
18203,21508,43351
18204,20814,43870
18205,21425,26249
18206,20798,46902
18207,5031,5027
18208,5031,5037
18209,20853,13354
18210,2291,21094
18211,2291,2134
18212,20968,22528
18213,20968,48921
18214,20968,40647
18215,21325,15720
18216,21325,29901
18217,21325,30053
18218,21325,31716
18219,21325,15617
18220,21325,11849
18221,21325,31727
18222,21325,31702
18223,21325,31723
18224,21181,22544
18225,21181,22633
18226,21181,36092
18227,21181,28581
18228,21181,42517
18229,21181,41654
18230,21181,43626
18231,21507,46442
18232,21327,29905
18233,20800,29004
18234,1657,52295
18235,21175,21173
18236,21175,14881
18237,21200,45002
18238,21220,41271
18239,14467,39081
18240,20816,25418
18241,21160,31450
18242,20813,1534
18243,13675,20924
18244,13675,1925
18245,13675,13678
18246,20924,1925
18247,20984,22327
18248,20983,29511
18249,20864,372
18250,20864,31075
18251,20996,37337
18252,20999,37335
18253,20999,48054
18254,21071,14243
18255,21071,14261
18256,21071,14254
18257,21071,14317
18258,21071,33175
18259,21071,11889
18260,21071,14258
18261,21071,42263
18262,21295,21296
18263,21381,41195
18264,21381,41196
18265,21033,24814
18266,21029,25561
18267,21029,25559
18268,21029,25817
18269,21029,38186
18270,21029,43095
18271,21029,41099
18272,21029,42986
18273,16439,25976
18274,16439,16444
18275,1576,1550
18276,14401,2271
18277,21207,45004
18278,20898,25747
18279,20898,18557
18280,20898,48148
18281,13647,38132
18282,20981,49756
18283,20897,1099
18284,20897,36998
18285,20897,44431
18286,20842,28696
18287,2608,33324
18288,21291,3271
18289,21395,31817
18290,21453,49636
18291,1550,1634
18292,21293,31779
18293,21293,31657
18294,21293,31653
18295,21293,31659
18296,1034,46757
18297,1931,1928
18298,1931,1932
18299,20958,33283
18300,20958,13703
18301,20958,42329
18302,20958,44997
18303,3048,16442
18304,230,21911
18305,230,38387
18306,21058,35865
18307,21366,15875
18308,21482,49648
18309,21482,37217
18310,20820,32134
18311,21042,14439
18312,142,28430
18313,21129,41124
18314,20890,40172
18315,21284,31640
18316,21149,25076
18317,21338,32088
18318,21003,28633
18319,21003,28961
18320,21003,37871
18321,21003,48322
18322,21407,25570
18323,2070,37338
18324,20805,51123
18325,21214,42997
18326,21214,42998
18327,21501,37445
18328,21501,37444
18329,21501,37443
18330,16231,26082
18331,21398,33217
18332,21143,22790
18333,21144,25866
18334,21322,21320
18335,21514,27643
18336,20875,48156
18337,15329,40884
18338,21224,15309
18339,15034,40673
18340,21314,2920
18341,21314,33473
18342,21314,33213
18343,21314,2909
18344,21314,15671
18345,21476,22794
18346,21476,42440
18347,21152,27528
18348,12904,12813
18349,15724,26801
18350,15724,2920
18351,21280,34838
18352,21280,31619
18353,21280,2810
18354,21280,38965
18355,20769,44121
18356,2321,37454
18357,2321,38207
18358,21195,24311
18359,21195,23971
18360,21195,25882
18361,21195,27360
18362,21195,15012
18363,21195,29985
18364,21195,32940
18365,21195,37565
18366,21195,39601
18367,21195,36803
18368,21195,39609
18369,21142,28559
18370,21026,22690
18371,21026,25822
18372,21026,25821
18373,21026,26417
18374,21026,26504
18375,21026,27901
18376,21026,28299
18377,21026,13970
18378,21026,32168
18379,21026,32449
18380,21026,35211
18381,21026,41859
18382,21026,51131
18383,21437,48673
18384,21437,27621
18385,21437,37206
18386,21326,21646
18387,21326,38441
18388,21304,31699
18389,21304,15675
18390,21191,39600
18391,21191,27358
18392,21192,21196
18393,21192,26433
18394,21192,24311
18395,21192,43739
18396,21192,15003
18397,21192,28791
18398,21192,23970
18399,21192,23971
18400,21192,23973
18401,21192,24312
18402,21192,33116
18403,21192,18112
18404,21192,26856
18405,21192,27360
18406,21192,15012
18407,21192,32630
18408,21192,39614
18409,21192,37705
18410,21192,32940
18411,21192,33059
18412,21192,38058
18413,21192,39603
18414,21192,39618
18415,21192,39601
18416,21192,39617
18417,21192,46574
18418,21192,36249
18419,21192,39616
18420,21192,36803
18421,21192,39609
18422,21192,39602
18423,21197,21626
18424,21197,22115
18425,21197,22240
18426,21197,39625
18427,21197,25884
18428,21197,27369
18429,21197,27367
18430,21197,27366
18431,21197,27365
18432,21197,27370
18433,21197,27368
18434,21197,28338
18435,21197,2488
18436,21197,39634
18437,21197,15015
18438,21197,33118
18439,21197,39635
18440,21197,37568
18441,21197,39640
18442,21197,39047
18443,21197,35954
18444,21197,37567
18445,21197,38239
18446,21197,39626
18447,21197,39627
18448,21197,39630
18449,21197,51989
18450,21222,48135
18451,21020,21021
18452,21020,28651
18453,21020,29521
18454,21020,37360
18455,21426,41218
18456,14442,28738
18457,21329,47198
18458,15525,22357
18459,21283,30893
18460,21478,28468
18461,21292,43004
18462,20894,25158
18463,20894,32847
18464,20967,22310
18465,20967,28937
18466,20963,23193
18467,20964,48782
18468,21371,2832
18469,21371,25925
18470,21371,34375
18471,21371,2831
18472,21477,46959
18473,21477,36748
18474,21151,14795
18475,1853,1852
18476,21170,47196
18477,21480,35530
18478,21480,30928
18479,21000,16675
18480,21232,24765
18481,21196,26433
18482,21196,24311
18483,21196,43739
18484,21196,15003
18485,21196,28791
18486,21196,23970
18487,21196,23971
18488,21196,23973
18489,21196,24312
18490,21196,33116
18491,21196,18112
18492,21196,26856
18493,21196,27365
18494,21196,27360
18495,21196,15012
18496,21196,27370
18497,21196,32630
18498,21196,39614
18499,21196,37705
18500,21196,32940
18501,21196,33059
18502,21196,38058
18503,21196,39603
18504,21196,39618
18505,21196,39601
18506,21196,39617
18507,21196,46574
18508,21196,36249
18509,21196,39616
18510,21196,36803
18511,21196,39609
18512,21196,39602
18513,21422,29173
18514,21422,29172
18515,21422,43045
18516,20915,31162
18517,1574,1605
18518,1573,13216
18519,21011,38905
18520,20835,28140
18521,20837,41501
18522,21021,28651
18523,21021,29521
18524,21021,37360
18525,44,39641
18526,44,24313
18527,44,33119
18528,44,52584
18529,44,37570
18530,44,39116
18531,44,39769
18532,44,51031
18533,1735,52111
18534,21323,15154
18535,21323,33210
18536,21323,2839
18537,20812,34570
18538,20812,38612
18539,20812,38590
18540,20812,44249
18541,20812,38480
18542,20812,42754
18543,21229,40519
18544,14268,25191
18545,1199,14779
18546,21328,25237
18547,21328,15669
18548,21309,48205
18549,21309,29325
18550,21309,30098
18551,21309,43637
18552,21309,48659
18553,21309,36290
18554,21309,47005
18555,21309,37177
18556,16007,10893
18557,16007,50348
18558,21287,38296
18559,3276,3277
18560,21400,32724
18561,20900,47666
18562,20782,22125
18563,20782,26632
18564,21430,22366
18565,21430,46260
18566,21430,27049
18567,21430,27195
18568,21430,27190
18569,21430,27193
18570,21430,27185
18571,21430,33633
18572,21430,48160
18573,21430,48509
18574,21430,49347
18575,21430,37204
18576,21430,37203
18577,21430,44703
18578,21430,45673
18579,21430,43158
18580,21430,41219
18581,21430,41224
18582,21430,48938
18583,21430,40759
18584,21378,30747
18585,21378,34302
18586,1653,20831
18587,1653,1554
18588,1653,29446
18589,1653,266
18590,1653,48063
18591,1653,36047
18592,1653,1655
18593,21076,36476
18594,21219,31456
18595,21172,41271
18596,21104,21106
18597,21123,31387
18598,14255,27277
18599,14255,40234
18600,21092,21086
18601,21211,25624
18602,20877,26273
18603,21028,27902
18604,21028,39903
18605,21194,24427
18606,21194,51743
18607,21521,45558
18608,21510,51375
18609,20886,21747
18610,21412,23178
18611,21173,14881
18612,21130,14613
18613,21365,46446
18614,20794,39341
18615,21429,21672
18616,21429,22640
18617,21429,23657
18618,21429,27186
18619,21429,35218
18620,21429,44705
18621,21429,41223
18622,21429,48334
18623,21440,43162
18624,15373,24726
18625,21254,40892
18626,21253,2661
18627,21223,30878
18628,20831,13208
18629,20831,12562
18630,20831,1584
18631,20831,48063
18632,20831,36047
18633,20831,1654
18634,20831,1655
18635,20831,1606
18636,20831,51476
18637,20916,28631
18638,21428,25259
18639,21408,14784
18640,21408,32379
18641,20840,26153
18642,21486,16684
18643,21486,47012
18644,16509,39529
18645,21436,25979
18646,21520,43673
18647,20771,30957
18648,20885,46619
18649,21315,47005
18650,21348,26799
18651,14314,30079
18652,14314,14319
18653,14024,32239
18654,20759,12728
18655,21449,35528
18656,21449,50851
18657,14746,13906
18658,14746,23195
18659,14746,13888
18660,14746,43395
18661,21168,21167
18662,21168,38631
18663,21167,38631
18664,21432,25660
18665,2953,15852
18666,2566,38385
18667,15799,26536
18668,21512,3261
18669,13354,45469
18670,21059,14280
18671,21226,37682
18672,44131,22478
18673,35424,22462
18674,30753,44208
18675,21525,24501
18676,12735,12922
18677,21528,21527
18678,21527,35929
18679,21524,1390
18680,51342,22152
18681,51342,13117
18682,51342,28601
18683,51342,13118
18684,51342,35782
18685,51342,38541
18686,51342,41475
18687,51342,49714
18688,51342,44907
18689,51342,17821
18690,40376,22404
18691,40376,17189
18692,40376,30615
18693,40376,30613
18694,40376,7105
18695,40376,17190
18696,40376,46940
18697,40376,46939
18698,40376,46938
18699,40376,17187
18700,21532,14092
18701,1332,24167
18702,22738,25724
18703,22738,37227
18704,22738,40984
18705,44380,14723
18706,16429,25662
18707,16429,25663
18708,16429,51098
18709,16429,52414
18710,16429,47247
18711,16429,41226
18712,16429,40900
18713,16429,51877
18714,21543,49786
18715,21543,43601
18716,21682,16715
18717,21682,28982
18718,21682,51144
18719,21565,27122
18720,21565,21566
18721,21565,27120
18722,21583,26286
18723,21626,22115
18724,21626,22240
18725,21626,39625
18726,21626,25884
18727,21626,27369
18728,21626,27367
18729,21626,27366
18730,21626,27365
18731,21626,27370
18732,21626,27368
18733,21626,28338
18734,21626,2488
18735,21626,39634
18736,21626,15015
18737,21626,33118
18738,21626,39635
18739,21626,37568
18740,21626,39640
18741,21626,39047
18742,21626,35954
18743,21626,37567
18744,21626,38239
18745,21626,39626
18746,21626,39627
18747,21626,39630
18748,21626,51989
18749,21672,22640
18750,21672,23657
18751,21672,27190
18752,21672,27186
18753,21672,44703
18754,21672,44705
18755,21672,45673
18756,21672,41223
18757,21672,48334
18758,21630,26330
18759,21605,49848
18760,2271,48325
18761,21668,27559
18762,21654,45594
18763,21645,15700
18764,21645,34840
18765,21670,27708
18766,21670,40405
18767,21670,16442
18768,21592,28444
18769,21652,40679
18770,21558,33266
18771,21587,167
18772,21695,35058
18773,21696,26029
18774,21696,43578
18775,16099,43213
18776,21721,30638
18777,12983,16616
18778,21714,38930
18779,21710,23921
18780,21710,16091
18781,2733,951
18782,21723,13365
18783,14334,1110
18784,21804,48846
18785,21748,26924
18786,21748,38122
18787,21752,861
18788,16349,42900
18789,21761,27746
18790,21746,28253
18791,1304,1308
18792,1304,45316
18793,21797,14532
18794,21799,40419
18795,21799,14547
18796,21799,46720
18797,21745,32937
18798,21794,44751
18799,1328,47009
18800,21842,15614
18801,21842,29414
18802,21842,29953
18803,21831,15691
18804,15161,2533
18805,21876,43460
18806,21876,33368
18807,21815,25222
18808,21775,24590
18809,21775,13728
18810,21779,43545
18811,21779,38455
18812,21731,34144
18813,21731,12955
18814,21832,52922
18815,21832,46760
18816,21858,22790
18817,21839,29890
18818,3057,16476
18819,21859,42933
18820,3234,44317
18821,21777,25393
18822,21753,32845
18823,21753,34160
18824,21753,1767
18825,13692,22317
18826,13692,25499
18827,13692,27770
18828,13692,37256
18829,13692,37260
18830,13692,41015
18831,13692,41014
18832,13692,46812
18833,21762,1936
18834,13629,29497
18835,21756,26209
18836,21756,40993
18837,21756,40992
18838,6097,15602
18839,21814,31552
18840,21875,21874
18841,21875,21872
18842,21875,32451
18843,21875,28624
18844,21875,48102
18845,21875,30530
18846,21875,43514
18847,21875,43429
18848,21875,809
18849,21875,43432
18850,21875,43460
18851,21874,21872
18852,21874,32451
18853,21874,28624
18854,21874,48102
18855,21874,30530
18856,21874,43514
18857,21874,43429
18858,21874,809
18859,21874,43432
18860,21874,43460
18861,21872,28624
18862,21872,28929
18863,21872,43514
18864,21872,43429
18865,21872,49658
18866,21872,35927
18867,21872,43432
18868,21872,16581
18869,21872,43282
18870,14312,51392
18871,21768,21769
18872,21768,48052
18873,21769,21968
18874,21769,37295
18875,21769,41055
18876,21769,48052
18877,21766,27771
18878,21766,41019
18879,40423,40422
18880,27306,46583
18881,21893,1417
18882,21893,16188
18883,1417,16188
18884,21898,40226
18885,21898,43671
18886,21898,23871
18887,21898,13562
18888,21898,33861
18889,21898,28706
18890,21898,28899
18891,21898,30784
18892,21898,32936
18893,21898,31103
18894,21898,50442
18895,21898,44797
18896,21898,40912
18897,21898,48254
18898,21898,50722
18899,21897,27486
18900,21902,35619
18901,21911,39593
18902,21912,35792
18903,21905,32414
18904,21905,38928
18905,37183,29376
18906,37183,38392
18907,22912,22911
18908,22912,22898
18909,13498,30374
18910,40738,22662
18911,29788,44924
18912,22978,38854
18913,2368,22065
18914,36621,30397
18915,36621,1900
18916,49795,50487
18917,49795,30970
18918,49795,52753
18919,45030,29991
18920,52574,22648
18921,15468,32251
18922,38874,50920
18923,38874,3292
18924,38874,30947
18925,14651,23465
18926,21957,34565
18927,21934,15127
18928,21954,16513
18929,21954,16512
18930,48673,27621
18931,48673,37206
18932,48633,52851
18933,42029,35883
18934,29905,31727
18935,29905,31730
18936,35901,31700
18937,22002,26001
18938,21968,37295
18939,21968,41055
18940,21978,25875
18941,21978,48958
18942,21973,35350
18943,21973,34600
18944,21973,43774
18945,21973,46654
18946,21963,27738
18947,21981,36490
18948,21979,14841
18949,21972,37354
18950,21972,41538
18951,21972,47190
18952,21992,16210
18953,21992,35695
18954,22000,1349
18955,22000,3115
18956,22000,27200
18957,21984,41183
18958,12865,39730
18959,52034,49631
18960,22389,38459
18961,28594,38283
18962,30085,22170
18963,30085,22503
18964,30085,23325
18965,30085,34918
18966,30085,44324
18967,30085,45093
18968,30085,47363
18969,30085,39456
18970,30085,39455
18971,52866,37608
18972,52635,1066
18973,24178,39243
18974,372,31075
18975,34625,25191
18976,24559,50085
18977,14090,39932
18978,45839,45666
18979,30750,38651
18980,22017,41478
18981,22017,33779
18982,22017,42809
18983,22017,16916
18984,22017,45928
18985,22009,22154
18986,22009,13188
18987,22009,24494
18988,22009,25280
18989,22009,50559
18990,22009,34570
18991,22009,25713
18992,22009,48464
18993,22009,34531
18994,22009,46538
18995,22009,13184
18996,22009,34918
18997,22009,9793
18998,22009,52195
18999,22009,44029
19000,22009,40108
19001,22009,13187
19002,22009,34919
19003,22009,51169
19004,22009,45313
19005,22009,17830
19006,22009,45824
19007,22009,42668
19008,22009,17908
19009,22009,43926
19010,22009,13191
19011,22009,13190
19012,13242,34740
19013,44221,28018
19014,50083,37175
19015,48452,51206
19016,48452,2935
19017,13829,47924
19018,22019,12781
19019,22038,15791
19020,22038,40329
19021,22029,30416
19022,22026,34573
19023,22022,49961
19024,22022,51430
19025,22028,42830
19026,22039,45160
19027,23067,34563
19028,23067,41569
19029,22049,29443
19030,28311,33465
19031,28311,28234
19032,46519,47445
19033,26713,40784
19034,22075,30021
19035,22075,50645
19036,22064,37375
19037,48039,42547
19038,2392,2390
19039,2392,2391
19040,2392,31415
19041,49149,29115
19042,49149,49150
19043,49149,47116
19044,52294,1619
19045,22136,16206
19046,22129,34552
19047,22123,22832
19048,22123,49472
19049,22123,39942
19050,22123,41801
19051,22125,26632
19052,22110,44943
19053,22132,16644
19054,22115,22240
19055,22115,39625
19056,22115,25884
19057,22115,27369
19058,22115,27367
19059,22115,27366
19060,22115,27365
19061,22115,27370
19062,22115,27368
19063,22115,28338
19064,22115,2488
19065,22115,39634
19066,22115,15015
19067,22115,33118
19068,22115,39635
19069,22115,37568
19070,22115,39640
19071,22115,39047
19072,22115,35954
19073,22115,37567
19074,22115,38239
19075,22115,39626
19076,22115,39627
19077,22115,39630
19078,22115,51989
19079,17820,22102
19080,17820,38540
19081,17820,13104
19082,17820,42758
19083,17820,28601
19084,17820,13112
19085,17820,26834
19086,17820,17818
19087,17820,39764
19088,17820,13109
19089,17820,28600
19090,17820,38539
19091,17820,51513
19092,17820,49713
19093,17820,44715
19094,17820,35355
19095,17820,17816
19096,17820,50436
19097,17820,45555
19098,17820,43553
19099,17820,42759
19100,17820,46798
19101,17820,13105
19102,17820,44906
19103,17820,39763
19104,17820,3933
19105,17820,41475
19106,17820,41474
19107,17820,13110
19108,17820,51341
19109,17820,52989
19110,17820,17819
19111,22119,43640
19112,22102,38540
19113,22102,13104
19114,22102,42758
19115,22102,28601
19116,22102,13112
19117,22102,26834
19118,22102,17818
19119,22102,13109
19120,22102,28600
19121,22102,38539
19122,22102,51513
19123,22102,35090
19124,22102,49713
19125,22102,44715
19126,22102,35355
19127,22102,17816
19128,22102,50436
19129,22102,45555
19130,22102,43553
19131,22102,42759
19132,22102,46798
19133,22102,13105
19134,22102,44906
19135,22102,39763
19136,22102,3933
19137,22102,41475
19138,22102,41474
19139,22102,13110
19140,22102,51341
19141,22102,52989
19142,22102,17819
19143,14028,49639
19144,22131,1283
19145,22094,24227
19146,22094,32128
19147,22094,40593
19148,22092,28994
19149,22092,12777
19150,22089,28993
19151,22089,30944
19152,22118,40778
19153,22118,50882
19154,22086,23822
19155,22086,30136
19156,22086,46834
19157,22107,44214
19158,22093,13127
19159,51932,41351
19160,47158,26128
19161,10834,27430
19162,53017,44289
19163,2445,5097
19164,22168,50924
19165,22158,49199
19166,22148,41445
19167,22148,13110
19168,13186,34570
19169,13186,13185
19170,13186,46537
19171,22176,25078
19172,22176,26063
19173,22176,48423
19174,22147,52360
19175,22146,42929
19176,22146,354
19177,22146,13104
19178,22146,36786
19179,22146,38537
19180,22146,51960
19181,22146,28137
19182,22146,42344
19183,21550,26618
19184,22166,23690
19185,14243,14261
19186,14243,30956
19187,14243,14254
19188,14243,28378
19189,14243,11889
19190,14243,14258
19191,14261,14254
19192,14261,28378
19193,14261,11889
19194,14261,14258
19195,22154,13188
19196,22154,24494
19197,22154,25280
19198,22154,50559
19199,22154,34570
19200,22154,25713
19201,22154,48464
19202,22154,34531
19203,22154,46538
19204,22154,34918
19205,22154,9793
19206,22154,52195
19207,22154,40108
19208,22154,13187
